clusterindex,Longitude,Latitude,SOG,COG,MedianDistance
0,-43.122379762857136,-22.785214285,10.871428571428572,49.80714285714286,257.06683066922056
0,-43.11396060454546,-22.77902727181818,10.554545454545455,52.363636363636374,356.7690306424225
0,-43.10575625,-22.773224999375003,10.624999999999998,50.662499999999994,261.2864917118467
0,-43.10038333,-22.767630555,10.683333333333332,31.03333333333333,110.30155577536067
1,-43.00297917,-23.0422333325,9.4,92.6,231.81991479756078
2,-43.15688636318182,-22.811663635454547,9.48181818181818,309.7954545454545,307.28318784098707
2,-43.16698492095238,-22.806946824761912,8.89047619047619,287.952380952381,329.51424847009355
2,-43.175583333076915,-22.80450576923077,3.8500000000000005,281.0384615384616,156.0026071137511
3,-43.15641666714286,-22.861186905,10.185714285714285,13.042857142857144,208.69045958199058
3,-43.15304898341463,-22.851071544756095,6.460975609756097,20.5109756097561,383.6217846113661
3,-43.150601999600006,-22.844222332999998,3.3420000000000005,43.86600000000001,189.58078414227992
3,-43.152096666999995,-22.828854999999997,8.33,7.839999999999999,361.67468733393446
4,-43.1471527775,-22.879188193333334,1.2500000000000002,346.9041666666667,123.78651204530583
5,-43.14817083416667,-22.877976388333334,3.975,307.8,161.27883938480574
6,-43.149233333999994,-22.850334999999998,1.36,350.26000000000005,11.063945469502512
7,-43.14899301161291,-22.850801075483872,0.6580645161290325,145.87419354838707,23.232959018894732
8,-43.17030555533334,-22.902494443333335,1.7533333333333334,334.81999999999994,76.58098038427539
9,-43.104260715,-22.761714285714287,4.6499999999999995,260.8571428571429,179.7617784273315
10,-43.17294999999999,-22.805482575,8.75909090909091,106.37272727272729,270.80218400238107
10,-43.165788095714284,-22.80745476285714,10.014285714285714,105.9857142857143,129.23327731874048
11,-43.09408571428571,-22.82464523857143,1.2285714285714289,347.85714285714283,19.406364220867328
12,-43.09551481555555,-22.824892592222223,3.6222222222222222,233.39999999999998,70.00845877887615
13,-43.09449722333334,-22.824383335000004,2.1,256.49999999999994,31.34410321765647
14,-43.117242857142855,-22.820792855714284,0.9714285714285713,193.0,12.46825727672184
15,-43.142643334,-22.880258889333337,3.326666666666667,176.02666666666667,378.6404374425981
16,-43.12684333400001,-22.833073333333335,0.6933333333333332,7.973333333333334,14.283206363126334
17,-43.106888461153844,-23.025987819615388,1.3499999999999999,36.03846153846154,61.774116696407496
18,-43.1080058335,-22.925241665999998,1.3600000000000005,230.44,49.103858624033315
19,-43.107864285714285,-22.924726189999998,1.8285714285714287,22.599999999999998,29.425784815135128
20,-43.12140555583333,-22.8777652775,1.5166666666666668,48.224999999999994,9.161213369944129
21,-43.11086328093751,-23.024144791875,2.324999999999999,263.46015625,270.27647798440336
